z,sxz,yld
1.55816,-0.236345,0
1.55816,-0.236486,0
1.55816,-0.236721,0
1.55816,-0.237060,0
1.55816,-0.237345,0
1.55816,-0.237709,0
1.55816,-0.238034,0
1.55816,-0.235489,0
1.55816,-0.237483,0
1.56684,-0.234950,0
1.56684,-0.235225,0
1.56684,-0.235362,0
1.56684,-0.235932,0
1.56684,-0.236216,0
1.56684,-0.236356,0
1.56684,-0.236931,0
1.56684,-0.237216,0
1.56684,-0.237354,0
1.56684,-0.237907,0
1.56684,-0.235595,0
1.56684,-0.236591,0
1.56684,-0.237580,0
1.58313,-0.235251,0
1.58313,-0.236245,0
1.58313,-0.237235,0
1.58313,-0.234612,0
1.58313,-0.234884,0
1.58313,-0.235019,0
1.58313,-0.235586,0
1.58313,-0.235870,0
1.58313,-0.236010,0
1.58313,-0.236584,0
1.58313,-0.236870,0
1.58313,-0.237009,0
1.58313,-0.237563,0
1.60437,-0.236408,0
1.60437,-0.237107,0
1.60437,-0.234157,0
1.60437,-0.234426,0
1.60437,-0.234560,0
1.60437,-0.234790,0
1.60437,-0.235124,0
1.60437,-0.235406,0
1.60437,-0.235546,0
1.60437,-0.235781,0
1.60437,-0.236122,0
1.60437,-0.236548,0
1.60437,-0.236777,0
1.62066,-0.236046,0
1.62066,-0.234064,0
1.62066,-0.234426,0
1.62066,-0.235041,0
1.62066,-0.235181,0
1.62066,-0.235417,0
1.62066,-0.235759,0
1.62066,-0.236187,0
1.62066,-0.236418,0
1.62066,-0.233798,0
1.62066,-0.234197,0
1.62066,-0.234759,0
1.62066,-0.236751,0
1.62934,-0.235798,0
1.62934,-0.233550,0
1.62934,-0.233815,0
1.62934,-0.233948,0
1.62934,-0.234509,0
1.62934,-0.234790,0
1.62934,-0.234930,0
1.62934,-0.235167,0
1.62934,-0.235510,0
1.62934,-0.235939,0
1.62934,-0.236506,0
1.62934,-0.234177,0
1.62934,-0.236171,0
1.64563,-0.234938,0
1.64563,-0.232984,0
1.64563,-0.233245,0
1.64563,-0.233604,0
1.64563,-0.233936,0
1.64563,-0.234216,0
1.64563,-0.234594,0
1.64563,-0.235227,0
1.64563,-0.235604,0
1.64563,-0.235942,0
1.64563,-0.233377,0
1.64563,-0.234356,0
1.64563,-0.235369,0
1.66687,-0.232230,0
1.66687,-0.232487,0
1.66687,-0.232618,0
1.66687,-0.232844,0
1.66687,-0.233174,0
1.66687,-0.233454,0
1.66687,-0.233595,0
1.66687,-0.233834,0
1.66687,-0.234181,0
1.66687,-0.234472,0
1.66687,-0.234616,0
1.66687,-0.234854,0
1.66687,-0.235198,0
1.68316,-0.233885,0
1.68316,-0.231641,0
1.68316,-0.231895,0
1.68316,-0.232025,0
1.68316,-0.232250,0
1.68316,-0.232580,0
1.68316,-0.232860,0
1.68316,-0.233001,0
1.68316,-0.233243,0
1.68316,-0.233591,0
1.68316,-0.234031,0
1.68316,-0.234273,0
1.68316,-0.234620,0
1.69184,-0.231523,0
1.69184,-0.232487,0
1.69184,-0.233516,0
1.69184,-0.231270,0
1.69184,-0.231652,0
1.69184,-0.231878,0
1.69184,-0.232207,0
1.69184,-0.232628,0
1.69184,-0.232871,0
1.69184,-0.233221,0
1.69184,-0.233663,0
1.69184,-0.233906,0
1.69184,-0.234257,0
1.70813,-0.230722,0
1.70813,-0.230850,0
1.70813,-0.231075,0
1.70813,-0.231404,0
1.70813,-0.231683,0
1.70813,-0.231825,0
1.70813,-0.232070,0
1.70813,-0.232423,0
1.70813,-0.232720,0
1.70813,-0.232868,0
1.70813,-0.233116,0
1.70813,-0.233472,0
1.70813,-0.230474,0
1.72937,-0.230620,0
1.72937,-0.229417,0
1.72937,-0.229788,0
1.72937,-0.230013,0
1.72937,-0.230341,0
1.72937,-0.230764,0
1.72937,-0.231011,0
1.72937,-0.231369,0
1.72937,-0.231821,0
1.72937,-0.232074,0
1.72937,-0.232438,0
1.72937,-0.229662,0
1.72937,-0.231670,0
1.74566,-0.229795,0
1.74566,-0.230856,0
1.74566,-0.228836,0
1.74566,-0.229186,0
1.74566,-0.229515,0
1.74566,-0.229939,0
1.74566,-0.230190,0
1.74566,-0.230552,0
1.74566,-0.231009,0
1.74566,-0.231268,0
1.74566,-0.231638,0
1.74566,-0.228595,0
1.74566,-0.228962,0
1.75434,-0.229298,0
1.75434,-0.229018,0
1.75434,-0.229443,0
1.75434,-0.229695,0
1.75434,-0.230366,0
1.75434,-0.228100,0
1.75434,-0.228339,0
1.75434,-0.228464,0
1.75434,-0.228689,0
1.75434,-0.230060,0
1.75434,-0.230521,0
1.75434,-0.230782,0
1.75434,-0.231156,0
1.77063,-0.228263,0
1.77063,-0.228665,0
1.77063,-0.227070,0
1.77063,-0.227654,0
1.77063,-0.227983,0
1.77063,-0.228409,0
1.77063,-0.229034,0
1.77063,-0.229343,0
1.77063,-0.229767,0
1.77063,-0.230148,0
1.77063,-0.227305,0
1.77063,-0.227430,0
1.77063,-0.229501,0
1.79187,-0.226616,0
1.79187,-0.226897,0
1.79187,-0.227305,0
1.79187,-0.225708,0
1.79187,-0.225938,0
1.79187,-0.226286,0
1.79187,-0.227045,0
1.79187,-0.227681,0
1.79187,-0.227996,0
1.79187,-0.228432,0
1.79187,-0.228824,0
1.79187,-0.228157,0
1.79187,-0.226061,0
1.80816,-0.225837,0
1.80816,-0.225986,0
1.80816,-0.226953,0
1.80816,-0.224875,0
1.80816,-0.225223,0
1.80816,-0.225554,0
1.80816,-0.226252,0
1.80816,-0.226634,0
1.80816,-0.227118,0
1.80816,-0.227400,0
1.80816,-0.227801,0
1.80816,-0.224648,0
1.80816,-0.224998,0
1.81684,-0.225215,0
1.81684,-0.225366,0
1.81684,-0.226341,0
1.81684,-0.224027,0
1.81684,-0.224251,0
1.81684,-0.224600,0
1.81684,-0.224932,0
1.81684,-0.225634,0
1.81684,-0.226019,0
1.81684,-0.226508,0
1.81684,-0.226794,0
1.81684,-0.227200,0
1.81684,-0.224374,0
1.83313,-0.224372,0
1.83313,-0.222982,0
1.83313,-0.223330,0
1.83313,-0.223663,0
1.83313,-0.223947,0
1.83313,-0.224764,0
1.83313,-0.225091,0
1.83313,-0.225555,0
1.83313,-0.225970,0
1.83313,-0.222762,0
1.83313,-0.224100,0
1.83313,-0.223104,0
1.83313,-0.225262,0
1.85437,-0.221304,0
1.85437,-0.222274,0
1.85437,-0.223111,0
1.85437,-0.223446,0
1.85437,-0.221089,0
1.85437,-0.221425,0
1.85437,-0.221653,0
1.85437,-0.221988,0
1.85437,-0.222430,0
1.85437,-0.222710,0
1.85437,-0.223622,0
1.85437,-0.223925,0
1.85437,-0.224354,0
1.87066,-0.220001,0
1.87066,-0.220978,0
1.87066,-0.222174,0
1.87066,-0.219790,0
1.87066,-0.220122,0
1.87066,-0.220352,0
1.87066,-0.220689,0
1.87066,-0.221136,0
1.87066,-0.221422,0
1.87066,-0.221832,0
1.87066,-0.222354,0
1.87066,-0.222667,0
1.87066,-0.223108,0
1.87934,-0.219040,0
1.87934,-0.219601,0
1.87934,-0.219940,0
1.87934,-0.220680,0
1.87934,-0.221094,0
1.87934,-0.221940,0
1.87934,-0.222388,0
1.87934,-0.219250,0
1.87934,-0.219370,0
1.87934,-0.220230,0
1.87934,-0.220390,0
1.87934,-0.221439,0
1.87934,-0.221622,0
1.89563,-0.217743,0
1.89563,-0.218729,0
1.89563,-0.219962,0
1.89563,-0.217538,0
1.89563,-0.217864,0
1.89563,-0.218096,0
1.89563,-0.218437,0
1.89563,-0.218891,0
1.89563,-0.219187,0
1.89563,-0.219610,0
1.89563,-0.220149,0
1.89563,-0.220476,0
1.89563,-0.220936,0
1.91687,-0.219030,0
1.91687,-0.215553,0
1.91687,-0.215872,0
1.91687,-0.216107,0
1.91687,-0.216453,0
1.91687,-0.216914,0
1.91687,-0.217220,0
1.91687,-0.217656,0
1.91687,-0.218212,0
1.91687,-0.218553,0
1.91687,-0.215752,0
1.91687,-0.216748,0
1.91687,-0.218018,0
1.93316,-0.216516,0
1.93316,-0.214010,0
1.93316,-0.214206,0
1.93316,-0.214326,0
1.93316,-0.214564,0
1.93316,-0.214914,0
1.93316,-0.215213,0
1.93316,-0.215383,0
1.93316,-0.215698,0
1.93316,-0.216145,0
1.93316,-0.216716,0
1.93316,-0.217068,0
1.93316,-0.217561,0
1.94184,-0.215659,0
1.94184,-0.215863,0
1.94184,-0.213326,0
1.94184,-0.213446,0
1.94184,-0.214339,0
1.94184,-0.214511,0
1.94184,-0.213132,0
1.94184,-0.213686,0
1.94184,-0.214038,0
1.94184,-0.214830,0
1.94184,-0.215284,0
1.94184,-0.216222,0
1.94184,-0.216723,0
1.95813,-0.213107,0
1.95813,-0.214535,0
1.95813,-0.213572,0
1.95813,-0.211394,0
1.95813,-0.211583,0
1.95813,-0.211703,0
1.95813,-0.211945,0
1.95813,-0.212301,0
1.95813,-0.212604,0
1.95813,-0.212780,0
1.95813,-0.213956,0
1.95813,-0.214165,0
1.95813,-0.215051,0
1.97937,-0.211318,0
1.97937,-0.209095,0
1.97937,-0.209278,0
1.97937,-0.209399,0
1.97937,-0.209646,0
1.97937,-0.210008,0
1.97937,-0.210316,0
1.97937,-0.210497,0
1.97937,-0.210838,0
1.97937,-0.211715,0
1.97937,-0.211934,0
1.97937,-0.212320,0
1.97937,-0.212858,0
1.99566,-0.207309,0
1.99566,-0.207489,0
1.99566,-0.207610,0
1.99566,-0.207862,0
1.99566,-0.208230,0
1.99566,-0.208544,0
1.99566,-0.208730,0
1.99566,-0.209081,0
1.99566,-0.209576,0
1.99566,-0.209985,0
1.99566,-0.210211,0
1.99566,-0.210611,0
1.99566,-0.211168,0
2.00434,-0.206302,0
2.00434,-0.206480,0
2.00434,-0.206601,0
2.00434,-0.206855,0
2.00434,-0.207227,0
2.00434,-0.207544,0
2.00434,-0.207732,0
2.00434,-0.208090,0
2.00434,-0.208593,0
2.00434,-0.209008,0
2.00434,-0.209238,0
2.00434,-0.209646,0
2.00434,-0.210213,0
2.02063,-0.204333,0
2.02063,-0.204505,0
2.02063,-0.204884,0
2.02063,-0.205261,0
2.02063,-0.205581,0
2.02063,-0.206141,0
2.02063,-0.206658,0
2.02063,-0.207082,0
2.02063,-0.207741,0
2.02063,-0.208324,0
2.02063,-0.204626,0
2.02063,-0.205774,0
2.02063,-0.207319,0
2.04187,-0.201726,0
2.04187,-0.201893,0
2.04187,-0.202015,0
2.04187,-0.202279,0
2.04187,-0.202664,0
2.04187,-0.202991,0
2.04187,-0.203191,0
2.04187,-0.203574,0
2.04187,-0.204111,0
2.04187,-0.204551,0
2.04187,-0.204799,0
2.04187,-0.205240,0
2.04187,-0.205849,0
2.05816,-0.199701,0
2.05816,-0.199864,0
2.05816,-0.199987,0
2.05816,-0.200257,0
2.05816,-0.200651,0
2.05816,-0.200984,0
2.05816,-0.201190,0
2.05816,-0.201588,0
2.05816,-0.202143,0
2.05816,-0.202596,0
2.05816,-0.202853,0
2.05816,-0.203312,0
2.05816,-0.203943,0
2.06684,-0.198569,0
2.06684,-0.198853,0
2.06684,-0.199525,0
2.06684,-0.200071,0
2.06684,-0.201040,0
2.06684,-0.201763,0
2.06684,-0.202874,0
2.06684,-0.198729,0
2.06684,-0.199127,0
2.06684,-0.199861,0
2.06684,-0.200476,0
2.06684,-0.201501,0
2.06684,-0.202232,0
2.08313,-0.196533,0
2.08313,-0.196657,0
2.08313,-0.196936,0
2.08313,-0.197680,0
2.08313,-0.197895,0
2.08313,-0.198311,0
2.08313,-0.199363,0
2.08313,-0.199633,0
2.08313,-0.200116,0
2.08313,-0.196380,0
2.08313,-0.197340,0
2.08313,-0.198891,0
2.08313,-0.200777,0
2.10437,-0.193482,0
2.10437,-0.193628,0
2.10437,-0.193753,0
2.10437,-0.194040,0
2.10437,-0.194454,0
2.10437,-0.194802,0
2.10437,-0.195025,0
2.10437,-0.195460,0
2.10437,-0.196063,0
2.10437,-0.196553,0
2.10437,-0.196836,0
2.10437,-0.197340,0
2.10437,-0.198030,0
2.12066,-0.191229,0
2.12066,-0.191370,0
2.12066,-0.191496,0
2.12066,-0.191791,0
2.12066,-0.192215,0
2.12066,-0.192571,0
2.12066,-0.192802,0
2.12066,-0.193253,0
2.12066,-0.193878,0
2.12066,-0.194384,0
2.12066,-0.194677,0
2.12066,-0.195201,0
2.12066,-0.195916,0
2.12934,-0.189980,0
2.12934,-0.190245,0
2.12934,-0.190973,0
2.12934,-0.191567,0
2.12934,-0.192663,0
2.12934,-0.193477,0
2.12934,-0.194739,0
2.12934,-0.190118,0
2.12934,-0.190544,0
2.12934,-0.191332,0
2.12934,-0.192027,0
2.12934,-0.193177,0
2.12934,-0.194011,0
2.14563,-0.187597,0
2.14563,-0.187726,0
2.14563,-0.188156,0
2.14563,-0.188591,0
2.14563,-0.188953,0
2.14563,-0.189667,0
2.14563,-0.190318,0
2.14563,-0.190843,0
2.14563,-0.191699,0
2.14563,-0.192444,0
2.14563,-0.187853,0
2.14563,-0.189194,0
2.14563,-0.191151,0
2.16687,-0.184440,0
2.16687,-0.184559,0
2.16687,-0.184687,0
2.16687,-0.184999,0
2.16687,-0.185444,0
2.16687,-0.185814,0
2.16687,-0.186063,0
2.16687,-0.186556,0
2.16687,-0.187233,0
2.16687,-0.187776,0
2.16687,-0.188097,0
2.16687,-0.188669,0
2.16687,-0.189442,0
2.18316,-0.181984,0
2.18316,-0.182096,0
2.18316,-0.182225,0
2.18316,-0.182547,0
2.18316,-0.183003,0
2.18316,-0.183380,0
2.18316,-0.183638,0
2.18316,-0.184150,0
2.18316,-0.184849,0
2.18316,-0.185409,0
2.18316,-0.185743,0
2.18316,-0.186335,0
2.18316,-0.187134,0
2.19184,-0.180634,0
2.19184,-0.180742,0
2.19184,-0.180871,0
2.19184,-0.181198,0
2.19184,-0.181658,0
2.19184,-0.182039,0
2.19184,-0.182301,0
2.19184,-0.182823,0
2.19184,-0.183534,0
2.19184,-0.184103,0
2.19184,-0.184443,0
2.19184,-0.185045,0
2.19184,-0.185857,0
2.20813,-0.178106,0
2.20813,-0.178201,0
2.20813,-0.178329,0
2.20813,-0.178659,0
2.20813,-0.179122,0
2.20813,-0.179502,0
2.20813,-0.179770,0
2.20813,-0.180302,0
2.20813,-0.181025,0
2.20813,-0.181602,0
2.20813,-0.181948,0
2.20813,-0.182561,0
2.20813,-0.183385,0
2.22937,-0.174755,0
2.22937,-0.174834,0
2.22937,-0.174962,0
2.22937,-0.175300,0
2.22937,-0.175770,0
2.22937,-0.176154,0
2.22937,-0.176430,0
2.22937,-0.176981,0
2.22937,-0.177727,0
2.22937,-0.178318,0
2.22937,-0.178677,0
2.22937,-0.179308,0
2.22937,-0.180154,0
2.24566,-0.172145,0
2.24566,-0.172214,0
2.24566,-0.172342,0
2.24566,-0.172689,0
2.24566,-0.173169,0
2.24566,-0.173557,0
2.24566,-0.173842,0
2.24566,-0.174412,0
2.24566,-0.175180,0
2.24566,-0.175786,0
2.24566,-0.176157,0
2.24566,-0.176806,0
2.24566,-0.177674,0
2.25434,-0.170727,0
2.25434,-0.170789,0
2.25434,-0.170917,0
2.25434,-0.171267,0
2.25434,-0.171751,0
2.25434,-0.172141,0
2.25434,-0.172430,0
2.25434,-0.173009,0
2.25434,-0.173787,0
2.25434,-0.174400,0
2.25434,-0.174777,0
2.25434,-0.175434,0
2.25434,-0.176311,0
2.27063,-0.168144,0
2.27063,-0.168187,0
2.27063,-0.168310,0
2.27063,-0.168661,0
2.27063,-0.169139,0
2.27063,-0.169521,0
2.27063,-0.169812,0
2.27063,-0.170395,0
2.27063,-0.171173,0
2.27063,-0.171783,0
2.27063,-0.172163,0
2.27063,-0.172818,0
2.27063,-0.173689,0
2.29187,-0.164718,0
2.29187,-0.164737,0
2.29187,-0.164857,0
2.29187,-0.165213,0
2.29187,-0.165689,0
2.29187,-0.166065,0
2.29187,-0.166361,0
2.29187,-0.166955,0
2.29187,-0.167742,0
2.29187,-0.168355,0
2.29187,-0.168741,0
2.29187,-0.169399,0
2.29187,-0.170271,0
2.30816,-0.162052,0
2.30816,-0.162170,0
2.30816,-0.162532,0
2.30816,-0.163012,0
2.30816,-0.163386,0
2.30816,-0.163689,0
2.30816,-0.164296,0
2.30816,-0.165096,0
2.30816,-0.165715,0
2.30816,-0.166110,0
2.30816,-0.166775,0
2.30816,-0.167653,0
2.30816,-0.162049,0
2.31684,-0.161574,0
2.31684,-0.163665,0
2.31684,-0.166224,0
2.31684,-0.160615,0
2.31684,-0.161944,0
2.31684,-0.164284,0
2.31684,-0.160624,0
2.31684,-0.160731,0
2.31684,-0.161095,0
2.31684,-0.162250,0
2.31684,-0.162862,0
2.31684,-0.164683,0
2.31684,-0.165348,0
2.33313,-0.158117,0
2.33313,-0.158583,0
2.33313,-0.159387,0
2.33313,-0.160285,0
2.33313,-0.161649,0
2.33313,-0.162668,0
2.33313,-0.158153,0
2.33313,-0.158225,0
2.33313,-0.159042,0
2.33313,-0.159687,0
2.33313,-0.161059,0
2.33313,-0.162037,0
2.33313,-0.163497,0
2.35437,-0.154876,0
2.35437,-0.154807,0
2.35437,-0.154908,0
2.35437,-0.155263,0
2.35437,-0.155703,0
2.35437,-0.156022,0
2.35437,-0.156317,0
2.35437,-0.156903,0
2.35437,-0.157649,0
2.35437,-0.158207,0
2.35437,-0.158585,0
2.35437,-0.159179,0
2.35437,-0.159952,0
2.37066,-0.153116,0
2.37066,-0.155027,0
2.37066,-0.157246,0
2.37066,-0.152326,0
2.37066,-0.152232,0
2.37066,-0.152329,0
2.37066,-0.152686,0
2.37066,-0.153419,0
2.37066,-0.153715,0
2.37066,-0.154297,0
2.37066,-0.155566,0
2.37066,-0.155940,0
2.37066,-0.156510,0
2.37934,-0.151006,0
2.37934,-0.150896,0
2.37934,-0.151764,0
2.37934,-0.152054,0
2.37934,-0.153635,0
2.37934,-0.154157,0
2.37934,-0.155783,0
2.37934,-0.150988,0
2.37934,-0.151343,0
2.37934,-0.152346,0
2.37934,-0.152920,0
2.37934,-0.154527,0
2.37934,-0.155076,0
2.39563,-0.148819,0
2.39563,-0.148902,0
2.39563,-0.149245,0
2.39563,-0.149861,0
2.39563,-0.150130,0
2.39563,-0.150647,0
2.39563,-0.151691,0
2.39563,-0.152016,0
2.39563,-0.152454,0
2.39563,-0.148958,0
2.39563,-0.149623,0
2.39563,-0.151263,0
2.39563,-0.153009,0
2.41687,-0.146081,0
2.41687,-0.147004,0
2.41687,-0.148501,0
2.41687,-0.146253,0
2.41687,-0.146156,0
2.41687,-0.146492,0
2.41687,-0.146828,0
2.41687,-0.147250,0
2.41687,-0.147697,0
2.41687,-0.148191,0
2.41687,-0.148769,0
2.41687,-0.149065,0
2.41687,-0.149422,0
2.43316,-0.144155,0
2.43316,-0.143961,0
2.43316,-0.144032,0
2.43316,-0.144371,0
2.43316,-0.144682,0
2.43316,-0.144819,0
2.43316,-0.145052,0
2.43316,-0.145449,0
2.43316,-0.145853,0
2.43316,-0.146075,0
2.43316,-0.146304,0
2.43316,-0.146492,0
2.43316,-0.146699,0
2.44184,-0.143155,0
2.44184,-0.142937,0
2.44184,-0.143643,0
2.44184,-0.143758,0
2.44184,-0.144658,0
2.44184,-0.144821,0
2.44184,-0.145237,0
2.44184,-0.143003,0
2.44184,-0.143345,0
2.44184,-0.143972,0
2.44184,-0.144323,0
2.44184,-0.145018,0
2.44184,-0.145128,0
2.45813,-0.142111,0
2.45813,-0.141900,0
2.45813,-0.141971,0
2.45813,-0.142319,0
2.45813,-0.142566,0
2.45813,-0.142597,0
2.45813,-0.142757,0
2.45813,-0.142962,0
2.45813,-0.143038,0
2.45813,-0.142950,0
2.45813,-0.143010,0
2.45813,-0.142818,0
2.45813,-0.142500,0
2.47937,-0.140767,0
2.47937,-0.141253,0
2.47937,-0.141039,0
2.47937,-0.139007,0
2.47937,-0.140581,0
2.47937,-0.140661,0
2.47937,-0.141041,0
2.47937,-0.141197,0
2.47937,-0.141327,0
2.47937,-0.141324,0
2.47937,-0.140603,0
2.47937,-0.140501,0
2.47937,-0.139899,0
2.49566,-0.139751,0
2.49566,-0.139594,0
2.49566,-0.139685,0
2.49566,-0.140109,0
2.49566,-0.140317,0
2.49566,-0.140213,0
2.49566,-0.140351,0
2.49566,-0.140174,0
2.49566,-0.139593,0
2.49566,-0.138878,0
2.49566,-0.138662,0
2.49566,-0.137736,0
2.49566,-0.136389,0
2.50434,-0.139478,0
2.50434,-0.139885,0
2.50434,-0.140254,0
2.50434,-0.140715,0
2.50434,-0.140214,0
2.50434,-0.137131,0
2.50434,-0.134635,0
2.50434,-0.139277,0
2.50434,-0.140312,0
2.50434,-0.139355,0
2.50434,-0.139378,0
2.50434,-0.140625,0
2.50434,-0.138906,0
2.52063,-0.141154,0
2.52063,-0.140455,0
2.52063,-0.140462,0
2.52063,-0.141274,0
2.52063,-0.141448,0
2.52063,-0.141254,0
2.52063,-0.140708,0
2.52063,-0.139493,0
2.52063,-0.138176,0
2.52063,-0.135571,0
2.52063,-0.132764,0
2.52063,-0.140713,0
2.52063,-0.137631,0
2.54187,-0.141816,0
2.54187,-0.143447,0
2.54187,-0.143630,0
2.54187,-0.143076,0
2.54187,-0.143143,0
2.54187,-0.141785,0
2.54187,-0.139387,1
2.54187,-0.135112,1
2.54187,-0.131915,1
2.54187,-0.127864,1
2.54187,-0.142126,0
2.54187,-0.142613,0
2.54187,-0.136552,1
2.55816,-0.144526,1
2.55816,-0.143875,1
2.55816,-0.140813,1
2.55816,-0.145388,0
2.55816,-0.145779,0
2.55816,-0.136622,1
2.55816,-0.133264,1
2.55816,-0.131478,1
2.55816,-0.127656,1
2.55816,-0.122897,1
2.55816,-0.142925,0
2.55816,-0.143493,0
2.55816,-0.144191,0
2.56684,-0.143146,1
2.56684,-0.146625,1
2.56684,-0.141778,1
2.56684,-0.138181,1
2.56684,-0.133681,1
2.56684,-0.130368,1
2.56684,-0.148059,0
2.56684,-0.148885,0
2.56684,-0.149634,0
2.56684,-0.128648,1
2.56684,-0.125040,1
2.56684,-0.120752,1
2.56684,-0.149599,0
2.58313,-0.141112,1
2.58313,-0.132820,1
2.58313,-0.128411,1
2.58313,-0.147593,0
2.58313,-0.146660,1
2.58313,-0.144522,1
2.58313,-0.138062,1
2.58313,-0.136434,1
2.58313,-0.125251,1
2.58313,-0.123583,1
2.58313,-0.120127,1
2.58313,-0.115989,1
2.58313,-0.146680,1
2.60437,-0.118977,1
2.60437,-0.142871,1
2.60437,-0.142305,1
2.60437,-0.138981,1
2.60437,-0.134828,1
2.60437,-0.131774,1
2.60437,-0.129918,1
2.60437,-0.126273,1
2.60437,-0.121960,1
2.60437,-0.117305,1
2.60437,-0.114027,1
2.60437,-0.110064,1
2.60437,-0.145584,1
2.62066,-0.117299,1
2.62066,-0.114432,1
2.62066,-0.112714,1
2.62066,-0.109559,1
2.62066,-0.141958,1
2.62066,-0.140412,1
2.62066,-0.135848,1
2.62066,-0.130642,1
2.62066,-0.127187,1
2.62066,-0.125233,1
2.62066,-0.121557,1
2.62066,-0.105717,1
2.62066,-0.145668,1
2.62934,-0.111800,1
2.62934,-0.136293,1
2.62934,-0.123916,1
2.62934,-0.118719,1
2.62934,-0.114636,1
2.62934,-0.110078,1
2.62934,-0.107061,1
2.62934,-0.103332,1
2.62934,-0.139455,1
2.62934,-0.135003,1
2.62934,-0.131161,1
2.62934,-0.126794,1
2.62934,-0.122154,1
2.64563,-0.113384,1
2.64563,-0.109421,1
2.64563,-0.106653,1
2.64563,-0.102052,1
2.64563,-0.133841,1
2.64563,-0.131039,1
2.64563,-0.129406,1
2.64563,-0.125634,1
2.64563,-0.121358,1
2.64563,-0.118554,1
2.64563,-0.116696,1
2.64563,-0.104970,1
2.64563,-0.098421,1
2.66687,-0.126740,1
2.66687,-0.124129,1
2.66687,-0.122292,1
2.66687,-0.118636,1
2.66687,-0.114462,1
2.66687,-0.111729,1
2.66687,-0.109840,1
2.66687,-0.106692,1
2.66687,-0.102899,1
2.66687,-0.100225,1
2.66687,-0.098608,1
2.66687,-0.095841,1
2.66687,-0.092364,1
2.68316,-0.121466,1
2.68316,-0.118775,1
2.68316,-0.116832,1
2.68316,-0.113205,1
2.68316,-0.109109,1
2.68316,-0.106468,1
2.68316,-0.104669,1
2.68316,-0.101682,1
2.68316,-0.098064,1
2.68316,-0.095493,1
2.68316,-0.093940,1
2.68316,-0.091304,1
2.68316,-0.087966,1
2.69184,-0.118172,1
2.69184,-0.115687,1
2.69184,-0.110303,1
2.69184,-0.106311,1
2.69184,-0.103668,1
2.69184,-0.098905,1
2.69184,-0.095319,1
2.69184,-0.092795,1
2.69184,-0.088710,1
2.69184,-0.085449,1
2.69184,-0.113801,1
2.69184,-0.101887,1
2.69184,-0.091275,1
2.70813,-0.112087,1
2.70813,-0.109619,1
2.70813,-0.104496,1
2.70813,-0.100688,1
2.70813,-0.098126,1
2.70813,-0.093595,1
2.70813,-0.090130,1
2.70813,-0.087677,1
2.70813,-0.083727,1
2.70813,-0.080592,1
2.70813,-0.107793,1
2.70813,-0.096462,1
2.70813,-0.086195,1
2.72937,-0.104279,1
2.72937,-0.101866,1
2.72937,-0.100104,1
2.72937,-0.097063,1
2.72937,-0.093490,1
2.72937,-0.091048,1
2.72937,-0.089537,1
2.72937,-0.086839,1
2.72937,-0.083555,1
2.72937,-0.081218,1
2.72937,-0.079810,1
2.72937,-0.077482,1
2.72937,-0.074531,1
2.74566,-0.098313,1
2.74566,-0.096014,1
2.74566,-0.094303,1
2.74566,-0.091467,1
2.74566,-0.088063,1
2.74566,-0.085678,1
2.74566,-0.084240,1
2.74566,-0.081679,1
2.74566,-0.078565,1
2.74566,-0.076354,1
2.74566,-0.075044,1
2.74566,-0.072849,1
2.74566,-0.070065,1
2.75434,-0.095005,1
2.75434,-0.092712,1
2.75434,-0.085081,1
2.75434,-0.082803,1
2.75434,-0.075919,1
2.75434,-0.073714,1
2.75434,-0.067529,1
2.75434,-0.091044,1
2.75434,-0.088336,1
2.75434,-0.081425,1
2.75434,-0.078960,1
2.75434,-0.072429,1
2.75434,-0.070257,1
2.77063,-0.088857,1
2.77063,-0.086653,1
2.77063,-0.085036,1
2.77063,-0.082433,1
2.77063,-0.079308,1
2.77063,-0.077116,1
2.77063,-0.075807,1
2.77063,-0.073508,1
2.77063,-0.070655,1
2.77063,-0.068573,1
2.77063,-0.067406,1
2.77063,-0.065363,1
2.77063,-0.062797,1
2.79187,-0.080809,1
2.79187,-0.078731,1
2.79187,-0.077234,1
2.79187,-0.074823,1
2.79187,-0.071925,1
2.79187,-0.069881,1
2.79187,-0.068667,1
2.79187,-0.066579,1
2.79187,-0.063964,1
2.79187,-0.062040,1
2.79187,-0.061004,1
2.79187,-0.059131,1
2.79187,-0.056778,1
2.80816,-0.074500,1
2.80816,-0.072547,1
2.80816,-0.071240,1
2.80816,-0.069029,1
2.80816,-0.066364,1
2.80816,-0.064472,1
2.80816,-0.063332,1
2.80816,-0.061401,1
2.80816,-0.058963,1
2.80816,-0.057156,1
2.80816,-0.056191,1
2.80816,-0.054449,1
2.80816,-0.052265,1
2.81684,-0.071287,1
2.81684,-0.069363,1
2.81684,-0.063299,1
2.81684,-0.061459,1
2.81684,-0.058503,1
2.81684,-0.056181,1
2.81684,-0.054472,1
2.81684,-0.049823,1
2.81684,-0.068114,1
2.81684,-0.065924,1
2.81684,-0.060355,1
2.81684,-0.053553,1
2.81684,-0.051906,1
2.83313,-0.055826,1
2.83313,-0.063003,1
2.83313,-0.059922,1
2.83313,-0.057519,1
2.83313,-0.053086,1
2.83313,-0.049372,1
2.83313,-0.047020,1
2.83313,-0.064813,1
2.83313,-0.061908,1
2.83313,-0.054801,1
2.83313,-0.050944,1
2.83313,-0.048518,1
2.83313,-0.045117,1
2.85437,-0.050044,1
